time,tweets
2019-04-30 11:58:24,@snicklin1 @deewallace32 @NicolaSturgeon @katrinjak I think that #Brexit is bad for England too but accept the peop… https://t.co/ASw2k03rEg
2019-04-30 11:58:24,"RT @BBCPolitics: Former WTO director general Pascal Lamy does not look impressed with Tory MP Iain Duncan Smith talking #Brexit

#politicsl…"
2019-04-30 11:58:23,"@JuliaHB1 @SadiqKhan @michaelgove @johnmcdonnellMP If the 1st panel of doctors decides a leg amputation, and found… https://t.co/NAcIoZHml7"
2019-04-30 11:58:21,RT @BrexitGremlin: Sad to see that some ⁦@UKLabour⁩ MPs still have the simplistic idea that just because people voted for a ‘good #Brexit’…
2019-04-30 11:58:17,"RT @CraigBennett3: Oh, so there we go. 

We've been accused of scaremongering about the threat #Brexit poses to the environment

Turns out…"
2019-04-30 11:58:15,RT @nickreeves9876: What the fuck is wrong with Remainers! Hardly anyone on Twitter is campaigning for Remain votes in the local elections.…
2019-04-30 11:58:15,"RT @OpenBritThame: UK car production falls 14% as sales slide via @FT 
Local elections - local issues like car manufacturing in Cowley -whe…"
2019-04-30 11:58:13,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:58:12,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:58:11,"RT @Greekboy8: RT Is this what @Jo_Coburn Says is @conservatives taking care of ex soldiers #PoliticsLive 

@SkyNews @BBCNews @BBCr4today @…"
2019-04-30 11:58:11,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 11:58:08,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 11:58:07,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 11:58:06,RT @AtheistMayhem: @BrexitHome what 'compromise' would remoaners have offered had they won? none. the problem with May's WA and all their '…
2019-04-30 11:58:00,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:58:00,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:58,RT @Haggis_UK: Phil Wilson - It would be a real mistake to implement #brexit without going back to the people.. a confirmatory referendum i…
2019-04-30 11:57:54,Sad to see that some ⁦@UKLabour⁩ MPs still have the simplistic idea that just because people voted for a ‘good… https://t.co/N5fXfx2WMK
2019-04-30 11:57:52,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:52,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 11:57:52,@jeremycorbyn @WelshLabour @UKParliament Stopping Brexit is an important  option we have to help in this regard.… https://t.co/cKMCb8O3b6
2019-04-30 11:57:51,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:51,RT @davidicke: #Brexit: #Labour urged to resolve second referendum question https://t.co/O1BFbIHpjU https://t.co/JCLj54maEn
2019-04-30 11:57:51,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:50,"@Willowrpe What rubbish from Cash, but hardly surprising. He's a #brexit hardliner so has always been unable to tel… https://t.co/ORewtAL5Cq"
2019-04-30 11:57:50,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:57:50,"RT @Brexiteer30: Who will you be voting for in the EU Elections?

**Please retweet after voting **

#Conservative #Labour #LibDem #TheBrexi…"
2019-04-30 11:57:48,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:47,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 11:57:42,"RT @Rachel5742: 5. And don't forget #Brexit &amp; the leaving the ECJ not that we can ...MAY not be the end of it.

https://t.co/4zpOreopEc

#P…"
2019-04-30 11:57:37,"#TodayinFocus podcast: how worried should we be about Huawei? @RupertNeate, @alexhern and @taniabranigan discuss th… https://t.co/VCjs01YsVd"
2019-04-30 11:57:33,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:32,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 11:57:29,RT @OpenBritThame: @JHowellUK another local issue - John Radcliffe #NHS staffing crisis  - caused by #Brexit - conversations in the street…
2019-04-30 11:57:28,"The ex Seumas Milne

Only right 

#Brexit https://t.co/fwXo29U0WI"
2019-04-30 11:57:28,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:25,RT @BrendanMurf: Using one word how does this flag make you feel! Mine is PRIDE #brexit #UKIP https://t.co/sggnzDYHsA
2019-04-30 11:57:24,RT @XRCardiff: Where’s climate change now...that managed to counter #Brexit? @GretaThunberg #YouthStrike4Climate #XR Attenborough’s recent…
2019-04-30 11:57:21,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 11:57:21,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:19,"RT @JamesfWells: Labour trying to be everything to everyone!

The right hand hints at another referendum, while the left hand says it suppo…"
2019-04-30 11:57:17,RT @Feorlean: An inconsistency in Ruth Davidson’s message - she wants dialogue &amp; compromise on #Brexit because she says it is divisive but…
2019-04-30 11:57:16,RT @richardcalhoun: @WorldofDinah every election is about #Brexit until the political classes deliver it .... then we can start to move for…
2019-04-30 11:57:16,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 11:57:13,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:09,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:05,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 11:57:04,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 11:57:03,RT @richardcalhoun: @WorldofDinah every election is about #Brexit until the political classes deliver it .... then we can start to move for…
2019-04-30 11:57:02,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:57:02,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:59,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 11:56:58,@isaby @GregHands @NickyMorgan01 If these 'alternative arrangements' exist (they don't but humour me) why not just… https://t.co/ovL4HzNCxd
2019-04-30 11:56:56,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:53,RT @joelymack: Sick of seeing from Corbynistas that 'a vote against labour is a vote for more Tory austerity'. Fuck off - if you'd fully co…
2019-04-30 11:56:51,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 11:56:46,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 11:56:45,.@ESI_eu analyst told @VALERIEin140 there is something like a #Brexit mood among the #WesternBalkans politicians:… https://t.co/QdE0YdlMgu
2019-04-30 11:56:45,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 11:56:43,"#Brexit #UK ,...sweet talking #Ghana or what https://t.co/oG0docBqQV"
2019-04-30 11:56:41,"RT @fishingforleave: Such a question by a leftwinger answers why  #Brexit happened

""Englands perhaps the only great country whose intellec…"
2019-04-30 11:56:37,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:56:37,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:33,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:29,"RT @astro_trader: 2005 Tony Blair agreed to 7% cut in #EU rebate.
Cost to UK economy was £7 Billion over 7 years.
Over same period total EU…"
2019-04-30 11:56:27,"Lets hope Barr doesnt go THE WIMPY @gop way.
We average Americans watch what @gop could have done to defend… https://t.co/nLZMny7wwe"
2019-04-30 11:56:23,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:21,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:20,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 11:56:19,"RT @CraigBennett3: Oh, so there we go. 

We've been accused of scaremongering about the threat #Brexit poses to the environment

Turns out…"
2019-04-30 11:56:19,Anti-social behaviour is a problem in the UK.... I agree.... MPs refusing to implement what people voted for (… https://t.co/9FMlKYK3OR
2019-04-30 11:56:19,RT @uk_sf_writer: @JamesCleverly @Conservatives Local councillors will pay the price for the duplicitous behaviour of Remainer @Conservativ…
2019-04-30 11:56:18,"RT @Rachel5742: 1. Govt says we won't lose Rights if #Brexit goes ahead
They LIE
Aside from FOM
We will lose the Right
To take our Govt to…"
2019-04-30 11:56:18,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:17,RT @joelymack: Sick of seeing from Corbynistas that 'a vote against labour is a vote for more Tory austerity'. Fuck off - if you'd fully co…
2019-04-30 11:56:15,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:14,@Unluckster @Hugo_Istay @lisanandy You can guarantee Labour leave voters would 100% vote Labour if they had respect… https://t.co/VXUMgS8GME
2019-04-30 11:56:13,RT @iainjwatson: Ahead of the ⁦@UKLabour⁩ NEC dep leader ⁦@tom_watson⁩ tells me he has been 'inundated' with emails from members saying the…
2019-04-30 11:56:10,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 11:56:10,RT @uk_sf_writer: @JamesCleverly @Conservatives Local councillors will pay the price for the duplicitous behaviour of Remainer @Conservativ…
2019-04-30 11:56:09,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:08,"RT @Brexiteer30: Who will you be voting for in the EU Elections?

**Please retweet after voting **

#Conservative #Labour #LibDem #TheBrexi…"
2019-04-30 11:56:07,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:56:07,"Let's hope so.
Millions have suffered, and are continuing to suffer under a Tory gov.

#BrexitBetrayal… https://t.co/iXtKNN2jVc"
2019-04-30 11:56:06,"RT @YiannisBab: The Greek civil service is 100% ready for #Brexit.

(via @p_papalianos) https://t.co/ihFq6l5cbB"
2019-04-30 11:56:05,"@LiamFox knows he hasn’t got a trade deal with South Korea.

But he’s still happy to deceive #fishing communities t… https://t.co/JPoM2UTfe3"
2019-04-30 11:56:04,RT @MarkMobiusReal: America to the rescue. #Trump 's visit to London could presage a free trade offer with which #May could bludgeon her #E…
2019-04-30 11:56:03,"@just_seedot @higgyboson @BettyBunny23 @guyverhofstadt He’s one man, against the whole might of the UK &amp; EU politic… https://t.co/MijQGJX2Yg"
2019-04-30 11:56:00,"RT @broxtowe4: Tony Benn would be proud.

Claire Fox on why she joined the Brexit Party | Liddle's Got Issues https://t.co/QsTUAKoPmJ via @…"
2019-04-30 11:55:57,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 11:55:48,RT @chuckwired: Tomorrow evening in #Manchester I'll be at @FederationMCR with some AMAZING experts to mingle and answer any #DesignSprint…
2019-04-30 11:55:46,"RT @turdcart: @Paramedic1965 @michael51846863 I’m English 
I’m female 
I’m married
I’ve got kids 
I work hard 
I respect democracy 
I love…"
2019-04-30 11:55:42,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:55:41,#Urgent @PeoplesMomentum @UKLabour !!! -    #Brexit: #Labour (MUST) decide to back second referendum https://t.co/x9SHnv8m8Q - LISTEN!
2019-04-30 11:55:39,"RT @hariert: Change UK- the anti-brexit, breath of fresh air our country is gasping for. The old parties squirm &amp; contort towards the EU el…"
2019-04-30 11:55:38,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:55:31,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 11:55:30,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 11:55:27,"RT @Lordbrexit: Why is anybody wanting Brexit voting labour, they have betrayed Brexit more that the Tories #brexit you have to have a scre…"
2019-04-30 11:55:26,"RT @pmdfoster: A new unicorn hunt begins for solutions for @BorderIrish #Brexit fixes.

Am curious, have/will @NickyMorgan01 and @GregHands…"
2019-04-30 11:55:26,"@BBCPolitics #brexit as managed to divide this country, to greatest extent at anytime in my living memory. And ther… https://t.co/I9uh26M01e"
2019-04-30 11:55:25,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:55:24,Thanks to 40+ individuals/organisations who submitted a response to our @RHBruceCrawford inquiry into the funding o… https://t.co/JHoxm9aBA9
2019-04-30 11:55:24,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 11:55:23,RT @Feorlean: An inconsistency in Ruth Davidson’s message - she wants dialogue &amp; compromise on #Brexit because she says it is divisive but…
2019-04-30 11:55:22,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 11:55:20,"Anyone else remember when the Prime Minister promised to tackle 'burning injustices' on the steps of Downing St?

I… https://t.co/rWE2GSunhQ"
2019-04-30 11:55:18,"RT @TheCanaryUK: Jacob Rees-Mogg ‘had no idea’ about the border in Ireland, according to former Irish prime minister

By @Bryan_Wall

https…"
2019-04-30 11:55:16,"It's yheir fault - is the essence of this. In fact, it's the decision by the @Conservatives to reject the referendu… https://t.co/wGXIPpE2hX"
2019-04-30 11:55:12,Getting ready for #Brexit? Check out our 'EU trade agreements with third countries' page here:… https://t.co/ZZCD3LGUwe
2019-04-30 11:55:06,RT @ForBritainParty: Remainers say we didn't know what we were voting for - Anne Marie Waters responds with a passionate speech in Swansea!…
2019-04-30 11:55:05,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 11:55:04,Astonishing branding failure by ChUK to win in the Don’t Knows. #brexit #EuropeanElections #chuk https://t.co/7DIBbDEYxa
2019-04-30 11:55:03,@biltongboy77 @brexithornet @tenaciousV56 @PeterBa82304711 @LucieH20 @kevin01736 @TeddyUKIPClark @Pete121Evans… https://t.co/h4cJVnloJj
2019-04-30 11:55:02,"With #Brexit looming, #UK companies will face new challenges in #recruiting as access to #EU workers declines, and… https://t.co/IQEorHWV9F"
2019-04-30 11:54:59,"RT @angelneptustar: IF #MAY FORCES US TO REMAIN,  it is treason!  says Lord James of Blackheath.   May has broken Br. Constitutional Law.…"
2019-04-30 11:54:58,@BrexitHome what 'compromise' would remoaners have offered had they won? none. the problem with May's WA and all th… https://t.co/c1PvvDObdU
2019-04-30 11:54:58,An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has wel… https://t.co/BX95tydDjU
2019-04-30 11:54:52,"RT @angelneptustar: IF #MAY FORCES US TO REMAIN,  it is treason!  says Lord James of Blackheath.   May has broken Br. Constitutional Law.…"
2019-04-30 11:54:50,"RT @Ceejay62Cj: THIS.. as usual @SkyNews Lewis is spot on👌l suggest anyone remotely interested in #Brexit..yup, even at this stage, gives h…"
2019-04-30 11:54:49,All agree we have had 3yrs of stalemate but no recognition that ppl were sold lies to vote the way they did. Can we… https://t.co/qTj0uRsCZI
2019-04-30 11:54:49,"RT @Brexiteer30: Who will you be voting for in the EU Elections?

**Please retweet after voting **

#Conservative #Labour #LibDem #TheBrexi…"
2019-04-30 11:54:48,RT @JaneyGodley: “Am glad to get back into politics look at Theresa since I’ve been away she’s been brilliant with #brexit am joking it’s l…
2019-04-30 11:54:44,Even if I were an admirer of #Corbyn (I left the party after forty years) &amp; a supporter of his state socialist poli… https://t.co/e9h2Y6qNe5
2019-04-30 11:54:44,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 11:54:44,"RT @JamesfWells: Labour trying to be everything to everyone!

The right hand hints at another referendum, while the left hand says it suppo…"
2019-04-30 11:54:41,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 11:54:40,We know so much more now than we did three years about the available forms of #Brexit. Let's decide for once and fo… https://t.co/vCEMNtZoBQ
2019-04-30 11:54:36,"The Greek civil service is 100% ready for #Brexit.

(via @p_papalianos) https://t.co/ihFq6l5cbB"
2019-04-30 11:54:33,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:54:30,"RT @Trevorius: There you have it from Nicky Morgan. Theresa May's deliberately holding the Tory party, Parliament, the Country to ransom to…"
2019-04-30 11:54:27,I really do not understand why the Labour Party cannot get off the fence on demanding #InformedConsent for #Brexit.… https://t.co/qWJAjKSRnE
2019-04-30 11:54:19,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:54:14,@Fantomas236 @MRickelton @RealNatalieRowe @Manthorp @mrjamesob @bbcquestiontime Companies like Goldman Sachs adapt… https://t.co/ikaSRzHfmn
2019-04-30 11:54:09,"RT @freespirited_p: "".@theresa_may has become the first #Tory leader in 185 years to face an emergency grassroots vote to oust her.""

""May…"
2019-04-30 11:54:05,"RT @BBCPolitics: Former WTO director general Pascal Lamy does not look impressed with Tory MP Iain Duncan Smith talking #Brexit

#politicsl…"
2019-04-30 11:54:03,"RT @iandonald_psych: Labour can do that, if they want to kiss goodbye to power locally, nationally and in Europe. There is no good #brexit…"
2019-04-30 11:54:00,"RT @graphy: @VivRivis @andy_n2000 @ClaudiaWebbe While the front bench of @UKLabour supports #Brexit, it's NOT a ""Tory Brexit"" as you call i…"
2019-04-30 11:53:52,"#JeremyCorbyn @jeremycorbyn  #Brexit #stopbrexit
Stay in the EU, Jeremy, stay in old boy..? https://t.co/yaRHojxxqU"
2019-04-30 11:53:52,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 11:53:51,"If #Brexit has taught us one thing, it’s to never again trust the
#TurncoatTories #TurncoatLabour #TurncoatLibDems… https://t.co/hbOBlD8cgc"
2019-04-30 11:53:51,RT @Bradley_MJB111: If you know anybody who lives in #Peterborough make sure they sign the petition to sack #Onasanya the criminal Labour M…
2019-04-30 11:53:48,"RT @Greekboy8: RT I suggest #PoliticsLive have to take responsibility for airing this Huge Public Interest Story 

Same applies to
⁦@SkyNew…"
2019-04-30 11:53:47,"RT @lady_kurlz: @agapanthus49 I'm in the exact same predictament . My local council options are only Con,Lab and Lib, no #Brexit option but…"
2019-04-30 11:53:46,RT @joelymack: Sick of seeing from Corbynistas that 'a vote against labour is a vote for more Tory austerity'. Fuck off - if you'd fully co…
2019-04-30 11:53:45,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:53:44,RT @Facts4euOrg: At #Brexit Facts4EU we're always trying to find simple ways to communicate important messages. We think the one below isn'…
2019-04-30 11:53:33,"RT @The_ChrisShaw: #Brexit was supposed to force German car makers to beat a path to our door.

Instead, it's caused British car makers to…"
2019-04-30 11:53:31,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 11:53:30,I'm on holiday in the US and the Americans I've spoken to have all asked what's happening with #Brexit and whether… https://t.co/oVyb7kktxZ
2019-04-30 11:53:24,Property sales accelerate in a fifth of towns and cities https://t.co/maIgbvUsFs #brexit #propery #homeprices #tuesdaythoughts
2019-04-30 11:53:22,RT @iainjwatson: Ahead of the ⁦@UKLabour⁩ NEC dep leader ⁦@tom_watson⁩ tells me he has been 'inundated' with emails from members saying the…
2019-04-30 11:53:16,"RT @douglasjproctor: Highly recommended, if very uncomfortable, reading on #Brexit by @ucddublin award-winning alumnus @fotoole - found mys…"
2019-04-30 11:53:11,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 11:53:11,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 11:53:09,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:53:06,"Im not a poltician nor a diplomat.

But it’s like 1-2-3 to understand that u wont make better deals with usa or chi… https://t.co/20pXtU8avr"
2019-04-30 11:53:03,Playtime is over: I can't keep on supporting Brexit if this is how the govt behaves: A Leaver in… https://t.co/HTelGh321E #Brexit #Politics
2019-04-30 11:52:59,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 11:52:57,RT @IrishInstitute: //TONIGHT// @IrishInstitute Director Prof Peter Shirlow will be taking part in a @guardianlive debate @LyricBelfast on…
2019-04-30 11:52:52,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:52:45,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 11:52:43,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 11:52:43,"RT @martynrolly: This should be the end of #Brexit right now. Walk away @jeremycorbyn 
https://t.co/47OukiyiSJ"
2019-04-30 11:52:40,"RT @Brexiteer30: Who will you be voting for in the EU Elections?

**Please retweet after voting **

#Conservative #Labour #LibDem #TheBrexi…"
2019-04-30 11:52:40,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 11:52:39,RT @RoutledgeLaw: What impact will #Brexit have on #LegalEducation in Scotland? @TheLTjournal investigates in this fascinating article by S…
2019-04-30 11:52:39,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 11:52:33,"Twitter needs 4 🏷 tags:
Fact (truth)
Opinion (fake news)
Joke (I’m kidding)
Spoiler (f***ers)
#FakeNews #GOT… https://t.co/SCeHKoOXF5"
2019-04-30 11:52:30,RT @guyverhofstadt: My letter to @theresa_may expressing the @Europarl_EN's deep concern at reports of huge post - #Brexit fee increases fo…
2019-04-30 11:52:27,RT @nickreeves9876: What the fuck is wrong with Remainers! Hardly anyone on Twitter is campaigning for Remain votes in the local elections.…
2019-04-30 11:52:25,RT @nickreeves9876: 80% of Britain's press by circulation serves as the propaganda arm of the political alliance that links the ERG-Rees-Mo…
2019-04-30 11:52:24,@sean_digiart @Andy_2000x @ccferrie @BusConnects @RenuaGalway @IrexitFreedom @fiannafailparty @FineGael @EOBroin Di… https://t.co/F1vfEB57k9
2019-04-30 11:52:20,"This is good news, but is a fine the right course of action?

That's our money and I imagine it goes straight back… https://t.co/gs49mHnWp4"
2019-04-30 11:52:18,"RT @ExpertManufact: #Brexit uncertainty has pervaded the entire UK plc, and the #catering equipment sector is no ex… https://t.co/B1ukVunvjT"
2019-04-30 11:52:16,RT @fermormark: @Peston @mrgazzer Most @UKLabour members recognise that the 2016 ref failed and will stand up for #democracy and their prin…
2019-04-30 11:52:15,"RT @gardenjardinage: @UKLabour Stop fibbing. You KNOW what damage #Brexit in any shape does to jobs, investment, tax revenues, and the publ…"
2019-04-30 11:52:13,"RT @TheRebelTV: .@PatCondell says that the UK Parliament needs to be hosed clean. 

WATCH: https://t.co/WANLatAMjf | #Brexit #EuropeanUnion…"
2019-04-30 11:52:08,"RT @ajmpolite: Tories and Labour having ‘constructive and productive talks’ about the way ahead on #Brexit.
How can you have constructive a…"
2019-04-30 11:52:05,"I said #Brexit would break everything, it is now breaking  The Labour Party https://t.co/uLuNelyVax"
2019-04-30 11:52:05,..um..is there any reason why we can’t just ask Danny Boyle to run the next Remain campaign? #Brexit
2019-04-30 11:52:00,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 11:51:56,RT @guyverhofstadt: My letter to @theresa_may expressing the @Europarl_EN's deep concern at reports of huge post - #Brexit fee increases fo…
2019-04-30 11:51:55,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 11:51:50,@BBCPolitics Shame on any MPs who still pretend leavers or remainers had the foggiest idea what ‘leave’ meant in 20… https://t.co/naPztZYQwi
2019-04-30 11:51:49,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 11:51:47,It’s hard to look at what is happening in #venezuela right now and take anything in the UK seriously #Brexit
2019-04-30 11:51:47,"RT @Ceejay62Cj: THIS.. as usual @SkyNews Lewis is spot on👌l suggest anyone remotely interested in #Brexit..yup, even at this stage, gives h…"
2019-04-30 11:51:46,RT @joelymack: Sick of seeing from Corbynistas that 'a vote against labour is a vote for more Tory austerity'. Fuck off - if you'd fully co…
2019-04-30 11:51:45,"RT @newforesteurope: Right New Forest People, join us for #Beer and #Brexit chat this Thursday 2 May in The Snake Catcher, Brockenhurst. 7-…"
2019-04-30 11:51:38,"#Conservative #brexit #theresamay #5G it is no wonder that Britain is always considered a leaky cauldron , the gree… https://t.co/C8qU7HMTKd"
2019-04-30 11:51:34,RT @Haggis_UK: Phil Wilson - It would be a real mistake to implement #brexit without going back to the people.. a confirmatory referendum i…
2019-04-30 11:51:33,"RT @thomasbrake: For 3 years, Govt. have used a wafer-thin referendum majority to perpetuate division in our communities. Those who seek to…"
